Variable Type,Category Name,Activity,Variable Value,Unit,Year,Assoc. Gas,Uncertainty (max),Uncertainty (min),NK,Uncertainty Type,Region,Notes
AD,Residential,Wood,1369.754941,TJ,2013,NA,2%,-2%,,Normal,Jamaica,
AD,"Agriculture, Mobile",Gasoline,321.4439146,TJ,2013,NA,2%,-2%,,Normal,Jamaica,
AD,"Agriculture, Mobile",Diesel oil,705.0413794,TJ,2013,NA,2%,-2%,,Normal,Jamaica,
AD,"Aviation, International",Turbo,10996.97498,TJ,2013,NA,2%,-2%,,Normal,Jamaica,
AD,"Shipping, International",Diesel Oil,828.1942584,TJ,2013,NA,2%,-2%,,Normal,Jamaica,
AD,"Shipping, International",Fuel Oil,7207.084552,TJ,2013,NA,2%,-2%,,Normal,Jamaica,
EF,Public Electricity & Heat Production,Natural gas,56100,kg/TJ,2000-2006,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.2"
EF,Public Electricity & Heat Production,Fuel oil,77400,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.2"
EF,Public Electricity & Heat Production,Gas/diesel oil,74100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.2"
EF,Public Electricity & Heat Production,Natural gas,1,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.2"
EF,Public Electricity & Heat Production,Fuel oil,3,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.2"
EF,Public Electricity & Heat Production,Gas/diesel oil,3,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.2"
EF,Public Electricity & Heat Production,Natural gas,0.1,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.2"
EF,Public Electricity & Heat Production,Fuel oil,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.2"
EF,Public Electricity & Heat Production,Gas/diesel oil,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.2"
EF,Manufacturing industries and construction,Natural gas,56100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Fuel oil,77400,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Gas/diesel oil,74100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Coal,98300,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Other Primary Solid Biomass,100000,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,LPG,63100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Natural gas,1,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Fuel oil,3,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Gas/diesel oil,3,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Coal,10,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Other Primary Solid Biomass,30,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,LPG,1,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Natural gas,0.1,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Fuel oil,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Gas/diesel oil,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Coal,1.5,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,Other Primary Solid Biomass,4,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Manufacturing industries and construction,LPG,0.1,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.3"
EF,Mobile Combustion,Motor gasoline,69300,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.2.1 and 3.2.2"
EF,Mobile Combustion,Gas/diesel oil,74100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.2.1 and 3.2.2"
EF,Mobile Combustion,Motor gasoline,25,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.2.1 and 3.2.2"
EF,Mobile Combustion,Gas/diesel oil,3.9,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.2.1 and 3.2.2"
EF,Mobile Combustion,Motor gasoline,8,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.2.1 and 3.2.2"
EF,Mobile Combustion,Gas/diesel oil,3.9,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.2.1 and 3.2.2"
EF,Commercial/Institutional,Wood,112000,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Gas/diesel oil,74100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Natural gas,56100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Motor gasoline,69300,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,LPG,63100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Fuel oil,77400,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Kerosene,71900,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Charcoal,112000,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Wood,300,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Gas/diesel oil,10,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Natural gas,5,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Motor gasoline,10,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,LPG,5,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Fuel oil,10,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Kerosene,10,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Charcoal,200,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Wood,4,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Gas/diesel oil,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Natural gas,0.1,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Motor gasoline,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,LPG,0.1,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Fuel oil,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Kerosene,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Commercial/Institutional,Charcoal,1,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.4"
EF,Residential,Wood,112000,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Gas/diesel oil,74100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Natural gas,56100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Kerosene,71900,kg/TJ,All,CO3,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,LPG,63100,kg/TJ,All,CO4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Wood,300,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Gas/diesel oil,10,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Natural gas,5,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Kerosene,10,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,LPG,5,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Wood,4,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Gas/diesel oil,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Natural gas,0.1,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,Kerosene,0.6,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,Residential,LPG,0.1,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Table 2.5"
EF,"Aviation, domestic and international",Jet Kerosene,71500,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.6.4 and 3.6.5"
EF,"Aviation, domestic and international",Jet Kerosene,0.5,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.6.4 and 3.6.5"
EF,"Aviation, domestic and international",Jet Kerosene,2,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.6.4 and 3.6.5"
EF,"Aviation, domestic and international",Aviation Gasoline,69300,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.6.4 and 3.6.5"
EF,"Aviation, domestic and international",Aviation Gasoline,0.5,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.6.4 and 3.6.5"
EF,"Aviation, domestic and international",Aviation Gasoline,2,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.6.4 and 3.6.5"
EF,"Shipping, domestic and international",Gas/diesel oil,74100,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.5.2 and 3.5.3"
EF,"Shipping, domestic and international",Gas/diesel oil,7,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2007 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.5.2 and 3.5.3"
EF,"Shipping, domestic and international",Gas/diesel oil,2,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2008 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.5.2 and 3.5.3"
EF,"Shipping, domestic and international",Fuel oil,77400,kg/TJ,All,CO2,10%,-10%,,Normal,Jamaica,"2009 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.5.2 and 3.5.3"
EF,"Shipping, domestic and international",Fuel oil,7,kg/TJ,All,CH4,10%,-10%,,Normal,Jamaica,"2010 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.5.2 and 3.5.3"
EF,"Shipping, domestic and international",Fuel oil,2,kg/TJ,All,N2O,10%,-10%,,Normal,Jamaica,"2011 IPCC Guidelines for National Greenhouse Gas Inventories, Tables 3.5.2 and 3.5.3"
EF,All,Natural gas,55566,kg/TJ,2015-2017,CO2,10%,-10%,,Normal,Jamaica,Fuel analysis 2017 Jamaica.
