Variable Type,Category Name,Activity,Variable Value,Unit,Year,Assoc. Gas,Uncertainty (Max),Uncertainty (Min),NK,Uncertainty Type,Region,Notes
EF,3B3b: Land converted to Grassland change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,275.2803121,Gg CO2eq/kha,2007,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,275.2803121,Gg CO2eq/kha,2008,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,275.2803121,Gg CO2eq/kha,2009,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,275.2803121,Gg CO2eq/kha,2010,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,275.2803121,Gg CO2eq/kha,2011,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,275.2803121,Gg CO2eq/kha,2012,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in biomass,Annual area of Land Converted to Grassland,0.411111111,kha,2006,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in biomass,Annual area of Land Converted to Grassland,0.411111111,kha,2007,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in biomass,Annual area of Land Converted to Grassland,0.411111111,kha,2008,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in biomass,Annual area of Land Converted to Grassland,0.411111111,kha,2009,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in biomass,Annual area of Land Converted to Grassland,0.411111111,kha,2010,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in biomass,Annual area of Land Converted to Grassland,0.411111111,kha,2011,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in biomass,Annual area of Land Converted to Grassland,0.411111111,kha,2012,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,3.85,Gg CO2eq/kha,2006,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,3.85,Gg CO2eq/kha,2007,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,3.85,Gg CO2eq/kha,2008,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,3.85,Gg CO2eq/kha,2009,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,3.85,Gg CO2eq/kha,2010,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,3.85,Gg CO2eq/kha,2011,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,3.85,Gg CO2eq/kha,2012,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,Area undergoing conversion from old to new land-use category,0.676222222,kha yr-1,2006,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,Area undergoing conversion from old to new land-use category,0.676222222,kha yr-1,2007,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,Area undergoing conversion from old to new land-use category,0.676222222,kha yr-1,2008,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,Area undergoing conversion from old to new land-use category,0.676222222,kha yr-1,2009,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,Area undergoing conversion from old to new land-use category,0.676222222,kha yr-1,2010,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,Area undergoing conversion from old to new land-use category,0.676222222,kha yr-1,2011,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
AD,3B3b: Land converted to Grassland change in carbon stocks in dead organic matter due to land conversion,Area undergoing conversion from old to new land-use category,0.676222222,kha yr-1,2012,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B3b (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,143.9086276,Gg CO2eq/kha,2006,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,143.9086276,Gg CO2eq/kha,2007,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,143.9086276,Gg CO2eq/kha,2008,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,143.9086276,Gg CO2eq/kha,2009,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,143.9086276,Gg CO2eq/kha,2010,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,143.9086276,Gg CO2eq/kha,2011,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,143.9086276,Gg CO2eq/kha,2012,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B5b: Land converted to Settlement change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.039222222,kha,2006,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B5b: Land converted to Settlement change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.039222222,kha,2007,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B5b: Land converted to Settlement change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.039222222,kha,2008,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B5b: Land converted to Settlement change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.039222222,kha,2009,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B5b: Land converted to Settlement change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.039222222,kha,2010,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B5b: Land converted to Settlement change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.039222222,kha,2011,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
AD,3B5b: Land converted to Settlement change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.039222222,kha,2012,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b (1of1): Annual change in carbon stocks in biomass (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,5.67684136,Gg CO2eq/kha,2006,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b DOM (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,5.67684136,Gg CO2eq/kha,2007,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b DOM (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,5.67684136,Gg CO2eq/kha,2008,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b DOM (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,5.67684136,Gg CO2eq/kha,2009,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b DOM (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,5.67684136,Gg CO2eq/kha,2010,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b DOM (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,5.67684136,Gg CO2eq/kha,2011,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b DOM (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B5b: Land converted to Settlement change in carbon stocks in dead organic matter due to land conversion,CO2eq due to change in dead organic matter,5.67684136,Gg CO2eq/kha,2012,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B5b DOM (1of1): Annual change in carbon stocks in dead organic matter due to land conversion (Gg C)
EF,3B6a: Other Land remaining,CO2eq due to Change in above and below ground C stock,0,Gg CO2eq/kha,2006,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
EF,3B6a: Other Land remaining,CO2eq due to Change in above and below ground C stock,1,Gg CO2eq/kha,2007,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
EF,3B6a: Other Land remaining,CO2eq due to Change in above and below ground C stock,2,Gg CO2eq/kha,2008,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
EF,3B6a: Other Land remaining,CO2eq due to Change in above and below ground C stock,3,Gg CO2eq/kha,2009,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
EF,3B6a: Other Land remaining,CO2eq due to Change in above and below ground C stock,4,Gg CO2eq/kha,2010,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
EF,3B6a: Other Land remaining,CO2eq due to Change in above and below ground C stock,5,Gg CO2eq/kha,2011,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
EF,3B6a: Other Land remaining,CO2eq due to Change in above and below ground C stock,6,Gg CO2eq/kha,2012,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
AD,3B6a: Other Land remaining,Annual area of Land Converted to Settlements ,1,No units,2006,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
AD,3B6a: Other Land remaining,Annual area of Land Converted to Settlements ,1,No units,2007,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
AD,3B6a: Other Land remaining,Annual area of Land Converted to Settlements ,1,No units,2008,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
AD,3B6a: Other Land remaining,Annual area of Land Converted to Settlements ,1,No units,2009,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
AD,3B6a: Other Land remaining,Annual area of Land Converted to Settlements ,1,No units,2010,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
AD,3B6a: Other Land remaining,Annual area of Land Converted to Settlements ,1,No units,2011,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
AD,3B6a: Other Land remaining,Annual area of Land Converted to Settlements ,1,No units,2012,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6a: Other Land remaining.  Note: No calculation in model for this category.  Please check
EF,3B5b: Land converted to Other Land change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,96.13043782,Gg CO2eq/kha,2006,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
EF,3B5b: Land converted to Other Land change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,96.13043782,Gg CO2eq/kha,2007,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
EF,3B5b: Land converted to Other Land change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,96.13043782,Gg CO2eq/kha,2008,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
EF,3B5b: Land converted to Other Land change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,96.13043782,Gg CO2eq/kha,2009,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
EF,3B5b: Land converted to Other Land change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,96.13043782,Gg CO2eq/kha,2010,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
EF,3B5b: Land converted to Other Land change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,96.13043782,Gg CO2eq/kha,2011,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
EF,3B5b: Land converted to Other Land change in carbon stocks in biomass,CO2eq due to Change in above and below ground C stock,96.13043782,Gg CO2eq/kha,2012,CO2,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
AD,3B5b: Land converted to Other Land change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.585354167,kha,2006,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
AD,3B5b: Land converted to Other Land change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.585354167,kha,2007,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
AD,3B5b: Land converted to Other Land change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.585354167,kha,2008,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
AD,3B5b: Land converted to Other Land change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.585354167,kha,2009,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
AD,3B5b: Land converted to Other Land change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.585354167,kha,2010,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
AD,3B5b: Land converted to Other Land change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.585354167,kha,2011,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
AD,3B5b: Land converted to Other Land change in carbon stocks in biomass,Annual area of Land Converted to Settlements ,0.585354167,kha,2012,NA,,,,,Jamaica,see LUULCF model LULUCF Worksheets for Jamaica's 2006-2012 GHG Inventory_Final_13-9-15-JG 3B6b Biomass (1of1): Annual change in carbon stocks in biomass (Gg C) 
