Variable Type,Category Name,Activity,Variable Value,Unit,Year,Assoc. Gas,Uncertainty (Max),Uncertainty (Min),NK,Uncertainty Type,Region,Notes
AD,Rabbit,head of Livestock,14934,heads,2004,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2005,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2006,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,14934,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,12372,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,16884,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Rabbit,head of Livestock,15547,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2000,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2001,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2002,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2003,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2004,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6000,heads,2005,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,6627.5,heads,2006,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,7255,heads,2007,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,8534.25,heads,2008,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,9813.5,heads,2009,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,11092.75,heads,2010,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,12372,heads,2011,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,16884,heads,2012,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Sheep,head of Livestock,15547,heads,2013,NA,,,,,Jamaica,Jamaica Agriculture statistics: AD used for enteric fermentation and manure management calculations
AD,Crop residues,Land Area,1079601714,ha,2000,NA,,,,,,
AD,Crop residues,Land Area,1119318714,ha,2001,NA,,,,,,
AD,Crop residues,Land Area,1060803714,ha,2002,NA,,,,,,
AD,Crop residues,Land Area,1120301714,ha,2003,NA,,,,,,
AD,Crop residues,Land Area,1043645714,ha,2004,NA,,,,,,
AD,Crop residues,Land Area,1037850714,ha,2005,NA,,,,,,
AD,Crop residues,Land Area,1156834714,ha,2006,NA,,,,,,
AD,Crop residues,Land Area,1110947000,ha,2007,NA,,,,,,
AD,Crop residues,Land Area,1061163000,ha,2008,NA,,,,,,
AD,Crop residues,Land Area,1140157000,ha,2009,NA,,,,,,
AD,Crop residues,Land Area,1137756000,ha,2010,NA,,,,,,
AD,Crop residues,Land Area,1215029000,ha,2011,NA,,,,,,
AD,Crop residues,Land Area,1183058000,ha,2012,NA,,,,,,
AD,Crop residues,Land Area,883742000,ha,2013,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2000,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2001,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2002,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2003,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2004,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2005,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2006,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2007,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2008,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2009,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2010,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2011,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2012,NA,,,,,,
AD,Drained/managed organic soils,Land Area,8598.4,ha,2013,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,25412.4385,t,2000,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,26968.63081,t,2001,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,28683.50091,t,2002,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,30675.22146,t,2003,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,31911.03686,t,2004,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,33065.79298,t,2005,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,35117.56459,t,2006,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,36931.87391,t,2007,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,35801.8187,t,2008,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,33668.76529,t,2009,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,31615.24841,t,2010,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,28510.01402,t,2011,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,30253.64469,t,2012,NA,,,,,,
AD,Grazing animals,Total N applied from Grazing Livestock,26837.21,t,2013,NA,,,,,,
AD,Lime Application,Lime applied,13,t,2000,NA,,,,,,
AD,Lime Application,Lime applied,16,t,2001,NA,,,,,,
AD,Lime Application,Lime applied,16,t,2002,NA,,,,,,
AD,Lime Application,Lime applied,13,t,2003,NA,,,,,,
AD,Lime Application,Lime applied,16,t,2004,NA,,,,,,
AD,Lime Application,Lime applied,13,t,2005,NA,,,,,,
AD,Lime Application,Lime applied,15,t,2006,NA,,,,,,
AD,Lime Application,Lime applied,17.5,t,2007,NA,,,,,,
AD,Lime Application,Lime applied,20,t,2008,NA,,,,,,
AD,Lime Application,Lime applied,23,t,2009,NA,,,,,,
AD,Lime Application,Lime applied,74,t,2010,NA,,,,,,
AD,Lime Application,Lime applied,1060,t,2011,NA,,,,,,
AD,Lime Application,Lime applied,790,t,2012,NA,,,,,,
AD,Lime Application,Lime applied,1798,t,2013,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,70855.54892,t,2000,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,75659.87717,t,2001,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,75156.5285,t,2002,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,81999.31053,t,2003,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,83585.40841,t,2004,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,83123.08204,t,2005,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,175499.0308,t,2006,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,239741.019,t,2007,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,349152.8518,t,2008,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,339731.872,t,2009,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,339734.1901,t,2010,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,215131.55,t,2011,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,337951.0389,t,2012,NA,,,,,,
AD,Organic N fertilizer,Total organic N applied,336889.7918,t,2013,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,10843.72096,t,2000,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,8048.08167,t,2001,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,8442.453835,t,2002,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,9355.68094,t,2003,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,12653.54533,t,2004,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,11742.42298,t,2005,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,5704.82365,t,2006,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,5062.05828,t,2007,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,6695.862463,t,2008,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,4315.592472,t,2009,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,7413.090457,t,2010,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,5039.152182,t,2011,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,11484.95897,t,2012,NA,,,,,,
AD,Synthetic N fertilizer,Total synthetic N applied,6862.04706,t,2013,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),11708.3295,t,2000,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),2084.05922,t,2001,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),3213.75642,t,2002,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),3651.06508,t,2003,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),3285.2487,t,2004,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),4032.44464,t,2005,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),1449.41852,t,2006,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),2848.9134,t,2007,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),2175.421443,t,2008,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),992.632632,t,2009,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),1460.662497,t,2010,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),1139.354692,t,2011,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),2932.708803,t,2012,NA,,,,,,
AD,Urea Fertiliser Application,Total Urea consumed (applied),949.6648802,t,2013,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,56.51896027,t,2000,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,60.38725933,t,2001,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,59.99714391,t,2002,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,65.5662366,t,2003,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,66.87826181,t,2004,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,66.6933603,t,2005,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,142.9014855,t,2006,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,195.7780323,t,2007,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,286.7067105,t,2008,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,279.0869783,t,2009,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,279.2820155,t,2010,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,176.1417846,t,2011,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,277.7846015,t,2012,NA,,,,,,
AD,Manure - Atm. Deposition,Total N volatilised as NH3 and Nox,277.0216457,t,2013,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),194.7959021,t,2000,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),208.2214347,t,2001,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),207.3870224,t,2002,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),226.9164973,t,2003,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),231.7025343,t,2004,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),232.0332344,t,2005,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),497.0189521,t,2006,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),680.4247161,t,2007,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),998.6851698,t,2008,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),972.3665031,t,2009,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),973.3725429,t,2010,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),613.0619904,t,2011,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),967.901116,t,2012,NA,,,,,,
AD,Manure - Leaching/runoff,N excreted in farm (Leaching),964.8213203,t,2013,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),1105.095437,t,2000,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),826.9695147,t,2001,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),866.5845001,t,2002,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),960.2331609,t,2003,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),1290.572519,t,2004,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),1200.134499,t,2005,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),628.4050598,t,2006,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),585.8211364,t,2007,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),790.052846,t,2008,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),549.2117839,t,2009,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),859.610129,t,2010,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),577.0785072,t,2011,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),1266.283004,t,2012,NA,,,,,,
AD,Soils- Atm. Deposition,Total N volatilised (org+synth),803.5097659,t,2013,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,130743.236,t,2000,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,135910.2616,t,2001,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,137347.2163,t,2002,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,149376.6424,t,2003,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,156023.8427,t,2004,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,155650.6607,t,2005,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,274834.285,t,2006,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,361661.7099,t,2007,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,508046.7032,t,2008,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,490973.5632,t,2009,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,492020.9744,t,2010,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,320406.6069,t,2011,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,492355.6021,t,2012,NA,,,,,,
AD,Soils- Leaching/runoff,Total Indirect N2O emissions from leaching and runn-off,482901.0146,t,2013,NA,,,,,,
AD,Field Burning,Land Area,16560,ha,2000,NA,,,,,,
AD,Field Burning,Land Area,16560,ha,2001,NA,,,,,,
AD,Field Burning,Land Area,16560,ha,2002,NA,,,,,,
AD,Field Burning,Land Area,16560,ha,2003,NA,,,,,,
AD,Field Burning,Land Area,16560,ha,2004,NA,,,,,,
AD,Field Burning,Land Area,16560,ha,2005,NA,,,,,,
AD,Field Burning,Land Area,18000,ha,2006,NA,,,,,,
AD,Field Burning,Land Area,18480,ha,2007,NA,,,,,,
AD,Field Burning,Land Area,17940,ha,2008,NA,,,,,,
AD,Field Burning,Land Area,15720,ha,2009,NA,,,,,,
AD,Field Burning,Land Area,16560,ha,2010,NA,,,,,,
AD,Field Burning,Land Area,16740,ha,2011,NA,,,,,,
AD,Field Burning,Land Area,16860,ha,2012,NA,,,,,,
AD,Field Burning,Land Area,17520,ha,2013,NA,,,,,,
AD,Rice-total,Land Area,13,ha,2000,NA,,,,,,
AD,Rice-total,Land Area,24,ha,2001,NA,,,,,,
AD,Rice-total,Land Area,11,ha,2002,NA,,,,,,
AD,Rice-total,Land Area,13,ha,2003,NA,,,,,,
AD,Rice-total,Land Area,7,ha,2004,NA,,,,,,
AD,Rice-total,Land Area,1,ha,2005,NA,,,,,,
AD,Rice-total,Land Area,1,ha,2006,NA,,,,,,
AD,Rice-total,Land Area,22,ha,2007,NA,,,,,,
AD,Rice-total,Land Area,30,ha,2008,NA,,,,,,
AD,Rice-total,Land Area,37,ha,2009,NA,,,,,,
AD,Rice-total,Land Area,56,ha,2010,NA,,,,,,
AD,Rice-total,Land Area,44,ha,2011,NA,,,,,,
AD,Rice-total,Land Area,61,ha,2012,NA,,,,,,
AD,Rice-total,Land Area,7,ha,2013,NA,,,,,,
EF,Dairy Cattle,Enteric Fermentation,0.000072,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Other Cattle,Enteric Fermentation,0.000056,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Sheep,Enteric Fermentation,0.000005,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Goats,Enteric Fermentation,0.000005,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Horses,Enteric Fermentation,0.000018,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Mules/Asses,Enteric Fermentation,0.00001,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Market Swine,Enteric Fermentation,0.000001,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Breeding Swine,Enteric Fermentation,0.000001,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Dairy Cattle,Manure Management,0.0000535,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Other Cattle,Manure Management,0.0000015,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Sheep,Manure Management,0.0000002,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Goats,Manure Management,0.00000022,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Horses,Manure Management,0.00000219,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Mules/Asses,Manure Management,0.0000012,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Market Swine,Manure Management,0.000012,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Breeding Swine,Manure Management,0.0000215,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Chickens (Layers),Manure Management,0.0000002,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Chickens (Broilers),Manure Management,0.00000002,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,0.0000002,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Ducks&Geese,Manure Management,0.0000002,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rabbit,Manure Management,0.00000008,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Rice,Manure Management,0.0002379,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Field Burning,Land Area,0.00001404,Gg,All,CH4,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Dairy Cattle,Manure Management,9.52E-07,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Other Cattle,Manure Management,7.88E-07,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Market Swine,Manure Management,2.26E-06,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Breeding Swine,Manure Management,1.18E-06,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Chickens (Layers),Manure Management,2.00E-07,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Chickens (Broilers),Manure Management,9.06E-08,Gg,All,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,1.05E-07,Gg,2000,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,1.05E-07,Gg,2001,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,1.05E-07,Gg,2002,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,1.05E-07,Gg,2003,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,1.05E-07,Gg,2004,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,1.05E-07,Gg,2005,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,1.05E-07,Gg,2006,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,1.48E-07,Gg,2007,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,2.33E-07,Gg,2008,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
EF,Poultry- Turkeys,Manure Management,2.28E-07,Gg,2009,N2O,,,,,,"IEF derived from emisisons calculated in the model ""3_Jamaica_Agriculture_v15 (29 july 2015)_with_detailed_uncertainties.xls"" Emissiona and AD data."
